mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_54322,[O-]C(=O)C1(CC1)C1C[NH2+]1,2.34907,1.61341,1.13667,6.1441,72.21,-0.2534,0.0265,0.2799,1099.1756,0.148466,-439.087198,-439.079088,-439.078143,-439.120147,31.074
gdb_107798,COC12CC3C(C13)C2C,2.45742,1.66161,1.30429,0.8312,81.55,-0.2311,0.0821,0.3132,1081.4449,0.181972,-387.031869,-387.023257,-387.022313,-387.064954,33.518
gdb_65111,CC1(CC1)C2=CCCC2,3.17787,1.09766,0.99113,0.2067,92.1,-0.2217,0.0326,0.2543,1344.8342,0.206613,-351.165996,-351.156896,-351.155951,-351.199989,35.3
gdb_18117,C1CC2CCN=C2O1,4.30268,2.0156,1.46638,3.8226,68.65,-0.2416,0.0318,0.2735,854.5583,0.146078,-363.889045,-363.882746,-363.881802,-363.919398,24.842
gdb_121160,COCC1COC11CC1,3.38708,0.92839,0.808,1.944,79.86,-0.2254,0.0786,0.304,1491.5716,0.180791,-424.175761,-424.166177,-424.165232,-424.211215,34.556
gdb_93715,CC1CCC(N)(C1)C#N,2.92997,1.06848,1.02485,4.7201,82.64,-0.2574,0.0331,0.2905,1300.1248,0.183705,-383.299595,-383.290253,-383.289309,-383.334011,35.631
gdb_100600,CNC(C)C(=O)OC=N,4.06566,0.78676,0.72781,1.4531,76.09,-0.2251,-0.0243,0.2008,1607.8048,0.15712,-456.364747,-456.354321,-456.353377,-456.401286,35.89
gdb_26316,CC(C)c1cc([nH]c1)O,3.86406,0.95974,0.81917,0.982,81.96,-0.1792,0.0647,0.2439,1434.8206,0.17053,-403.190677,-403.181065,-403.180121,-403.225123,36.248
gdb_3758,Cn1c(ccn1)O,4.05076,3.42009,1.87653,2.7379,55.69,-0.2145,0.0402,0.2546,645.1519,0.103009,-340.65257,-340.645874,-340.64493,-340.6836,23.555
gdb_53303,CC#CC1OC1CC#C,3.3377,0.7674,0.6633,2.4139,84.95,-0.2497,0.022,0.2717,1689.869,0.132113,-384.60906,-384.599007,-384.598063,-384.645856,34.78
gdb_9026,NC(C#N)C#CC#N,4.80578,0.92498,0.80003,3.9041,69.42,-0.2948,-0.07,0.2248,1293.4249,0.072245,-356.420061,-356.412079,-356.411134,-356.453094,27.063
gdb_24667,C1OC1C1=CN=CC=N1,4.5291,1.17547,0.99469,1.6741,74.86,-0.2496,-0.0527,0.1969,1145.5231,0.11486,-416.827652,-416.820678,-416.819734,-416.859671,25.979
gdb_43856,C1CC12CC=CC(=O)O2,2.83333,1.56869,1.15576,4.6837,74.78,-0.2585,-0.0454,0.2131,1064.8494,0.136624,-421.858658,-421.851159,-421.850215,-421.890671,29.404
gdb_81126,CC1C2CC1(CC#N)N2,3.28039,1.11601,0.99464,5.3381,80.36,-0.2472,0.0346,0.2818,1247.7507,0.159858,-382.019307,-382.010778,-382.009834,-382.052907,32.156
gdb_54317,NC(=O)C1(CN1)C1CN1,2.58956,1.5027,1.07912,1.5118,72.08,-0.2479,0.0108,0.2587,1120.9244,0.149456,-435.246894,-435.23828,-435.237336,-435.280427,32.494
gdb_55647,CC(O)(CC(N)=O)C#N,2.33822,1.23926,1.11095,5.6075,69.0,-0.2766,-0.001,0.2756,1186.4659,0.134169,-455.199649,-455.189928,-455.188984,-455.234433,35.416
gdb_87793,OC1CC11CC2(CN2)C1,4.06426,0.97958,0.91743,2.24,80.62,-0.2359,0.0738,0.3098,1335.0111,0.170384,-403.085291,-403.076615,-403.075671,-403.11928,33.693
gdb_91357,CC1CC2CC(C)C1C2,1.93018,1.90559,1.32986,0.1686,90.81,-0.273,0.0742,0.3472,1138.8409,0.232532,-352.384645,-352.376153,-352.375209,-352.417201,35.011
gdb_47974,O=CC#CC12CN(C1)C2,5.85834,0.68872,0.67959,2.2501,83.67,-0.2545,-0.0705,0.184,1629.284,0.124275,-400.640924,-400.632795,-400.63185,-400.675979,28.919
gdb_127894,CN=C1N=NOC(N)=N1,1.48271,1.19958,0.6937,2.0651,68.64,-0.2477,-0.0082,0.2396,1544.0691,0.09531,-466.263299,-466.250856,-466.249912,-466.307205,35.893
gdb_29,CC#CC,80.28766,3.3688,3.3688,0.0,42.32,-0.2412,0.0684,0.3096,400.2236,0.083896,-155.908941,-155.90318,-155.902236,-155.937641,17.447
gdb_99852,CC(O)C(C)(CO)C#C,1.74437,1.4776,1.20839,1.8443,79.96,-0.254,0.0401,0.2941,1207.9157,0.178944,-424.191648,-424.180745,-424.179801,-424.227102,40.659
gdb_74892,CC1=CN2CC2CC1=O,2.90851,1.52077,1.06736,3.1264,81.4,-0.226,-0.0447,0.1813,1124.5934,0.148379,-401.9606,-401.952452,-401.951507,-401.993733,30.751
gdb_25948,CC(=N)Nc1cnco1,4.93876,0.99363,0.86137,2.58,74.38,-0.2204,-0.0065,0.2139,1310.0425,0.125212,-434.100749,-434.092329,-434.091385,-434.135074,30.186
gdb_51844,O=CCC1OCOC1=O,3.24405,1.05239,0.84282,3.3239,62.19,-0.2618,-0.0377,0.2242,1285.562,0.11119,-494.938056,-494.929558,-494.928613,-494.973074,28.653
gdb_67100,CC12C3CC11CCC2N31,2.51156,2.04895,1.70133,1.8307,82.43,-0.2244,0.088,0.3124,928.0402,0.172688,-365.927256,-365.920085,-365.91914,-365.958299,29.835
gdb_32255,COc1cnccc1O,2.62773,1.59054,0.99711,2.9405,75.06,-0.2258,-0.0041,0.2217,1135.162,0.12609,-437.937703,-437.92992,-437.928976,-437.970152,29.415
gdb_67931,CC12NC(=O)C1C2C=O,1.98627,1.88005,1.26229,4.809,70.29,-0.2453,-0.0461,0.1992,1034.6172,0.122899,-437.888933,-437.880596,-437.879652,-437.922066,30.622
gdb_62241,NC(CCOC=O)C#N,4.5172,0.59148,0.55581,4.1443,71.5,-0.285,0.0008,0.2858,1887.2789,0.134897,-455.168252,-455.158289,-455.157344,-455.205119,33.638
gdb_15379,CCCC1CC1C#C,3.55698,1.07696,0.89636,0.8959,82.02,-0.2394,0.0514,0.2908,1343.3951,0.175378,-311.832305,-311.823077,-311.822133,-311.866512,33.99
gdb_88200,CC1NC11CCCOC1,3.33201,1.17843,1.01395,1.4661,82.67,-0.2391,0.078,0.3171,1267.9532,0.196108,-404.338195,-404.329588,-404.328644,-404.37115,33.786
gdb_114191,COC1CC2(CN2)C1=O,3.6092,1.10208,0.9314,3.4419,74.97,-0.2237,-0.0363,0.1874,1280.5733,0.146118,-439.042753,-439.033756,-439.032812,-439.077034,32.397
gdb_37864,O1C2C3OC4C1C4OC23,2.53267,2.25157,2.25135,0.0005,61.13,-0.2038,0.0308,0.2346,758.4804,0.115147,-457.685082,-457.679336,-457.678392,-457.71494,24.167
gdb_71659,CC12CC3C4C1N4C3C2,3.0317,1.84399,1.82319,1.8149,79.56,-0.2239,0.0852,0.3091,894.8426,0.174395,-365.990034,-365.983533,-365.982588,-366.020333,28.417
gdb_96362,CC1CCOCC11CC1,2.24159,1.66531,1.11428,1.361,85.2,-0.2429,0.0852,0.3281,1181.4768,0.207566,-388.291163,-388.282596,-388.281652,-388.323848,34.566
gdb_47101,O=C1COC2COCC12,2.62507,1.78382,1.28539,2.1667,67.24,-0.2478,-0.032,0.2157,983.2783,0.137555,-458.984216,-458.976881,-458.975936,-459.016909,27.533
gdb_39933,C1OC11C=CC=CC=C1,3.2718,1.42602,1.06341,1.8068,87.18,-0.206,-0.0582,0.1478,1115.5657,0.137749,-384.685022,-384.677675,-384.676731,-384.717749,28.893
gdb_112065,COC1C=CCC1C#N,2.01704,1.68523,1.00823,4.8955,78.17,-0.2624,-0.0073,0.2551,1185.9483,0.147787,-401.960755,-401.951963,-401.951018,-401.994883,31.712
gdb_64081,CC1(O)COC(=N)C=C1,3.43027,1.2358,1.11559,3.6252,77.93,-0.2493,-0.0406,0.2087,1145.6858,0.147374,-439.105061,-439.096381,-439.095437,-439.138131,33.067
gdb_108423,COC12COC1C=CC2,2.67726,1.60173,1.23339,2.3923,75.52,-0.2424,0.009,0.2514,1068.1431,0.159356,-423.002293,-422.994146,-422.993202,-423.035028,31.03
gdb_36636,N#CCOC1=NCCN1,6.44487,0.78364,0.7105,4.3259,71.86,-0.2328,0.004,0.2368,1514.5473,0.126032,-434.086107,-434.077746,-434.076802,-434.120406,29.416
gdb_116267,OCC1COCC1C#C,1.89112,1.5597,0.92135,2.0885,76.71,-0.2525,0.0468,0.2994,1258.286,0.158912,-422.985601,-422.976398,-422.975454,-423.020188,33.918
gdb_113500,CCC1CC11OCC1=O,3.40966,0.99903,0.89631,1.5274,78.84,-0.2453,-0.0286,0.2167,1371.8992,0.157075,-423.012651,-423.003525,-423.002581,-423.047103,33.34
gdb_76838,CC1C(O)C2C1OC2=O,2.58893,1.61603,1.35874,4.1886,67.58,-0.2684,0.0065,0.2749,999.613,0.13543,-458.971396,-458.963154,-458.96221,-459.00432,30.729
gdb_36920,C(C1CCC=C1)N1CC1,4.39668,0.89387,0.78719,0.9434,88.77,-0.23,0.0281,0.2581,1505.7182,0.195609,-367.190849,-367.182156,-367.181211,-367.225048,33.007
gdb_11945,OC12CC1(NC2)C=O,3.15166,1.99596,1.54213,2.1469,64.81,-0.215,-0.0282,0.1868,840.1251,0.117721,-399.753392,-399.745829,-399.744885,-399.785127,28.083
gdb_121301,COCC1COC=NC1,4.31338,0.86879,0.75157,2.7028,76.66,-0.2456,0.0282,0.2738,1514.1475,0.171881,-440.285258,-440.276214,-440.27527,-440.31972,32.44
gdb_122525,CCCOC1CC1CO,2.92352,0.78084,0.66436,2.7964,83.29,-0.2506,0.0841,0.3347,1784.8125,0.204232,-425.403184,-425.392571,-425.391627,-425.440072,38.082
gdb_52806,CC#CC1(C)CN1C=O,2.05746,1.17352,0.83731,3.6899,83.62,-0.2449,0.0009,0.2458,1425.0611,0.144383,-401.924697,-401.914467,-401.913523,-401.961583,35.175
gdb_119037,CCC1(CCO)CC1C,1.8786,1.065,0.83272,1.4564,89.3,-0.2562,0.0796,0.3358,1561.156,0.227076,-389.481348,-389.47011,-389.469166,-389.517981,41.172
gdb_130518,c1c-2ncnoc2cn1,4.08099,1.73852,1.21915,1.249,71.14,-0.2362,-0.1298,0.1064,901.1155,0.07953,-431.627283,-431.621361,-431.620416,-431.657545,23.156
gdb_125480,Cc1ncc(nn1)C=O,5.38602,1.05348,0.88595,4.0857,74.28,-0.247,-0.0997,0.1473,1236.8584,0.100051,-432.885593,-432.877572,-432.876628,-432.919289,27.775
gdb_85383,CC1CC(=O)NC(=N)N1,2.10006,1.71824,1.11134,2.2171,75.18,-0.2329,-0.004,0.2289,1117.5593,0.150161,-435.334336,-435.326016,-435.325072,-435.367311,31.959
gdb_22669,CCN1CC(=NO)C=C1,4.57291,0.86548,0.79949,2.928,87.01,-0.1766,-0.0091,0.1675,1470.7899,0.158866,-419.177632,-419.168355,-419.167411,-419.212105,34.002
gdb_29634,Cn1c(cncc1=O)N,2.35378,1.95987,1.07806,5.7656,77.42,-0.2039,-0.0403,0.1636,1055.9996,0.126236,-434.124773,-434.116834,-434.115889,-434.156952,30.451
gdb_47925,C1CC(=O)OCCOC1,2.18191,1.72015,1.18813,4.8378,72.15,-0.2577,0.0165,0.2742,1087.5107,0.161035,-460.190267,-460.182271,-460.181326,-460.222879,30.786
gdb_128475,COC(C)C1=NON=C1,3.78535,1.05947,0.86116,4.2313,70.24,-0.2738,-0.0422,0.2317,1314.8466,0.13451,-455.094961,-455.086093,-455.085149,-455.129953,31.055
gdb_122432,OCCOC1CC(O)C1,3.96495,0.69032,0.66453,1.3132,75.94,-0.2579,0.0741,0.332,1744.6634,0.181187,-461.333958,-461.324112,-461.323167,-461.369944,36.019
gdb_119381,CCOC12CN(C1)C2C,3.11504,1.04489,0.9109,1.6816,83.71,-0.238,0.0835,0.3215,1408.0587,0.193567,-404.272093,-404.262711,-404.261766,-404.306784,35.116
gdb_84816,CC1N=COC1CC#N,3.15644,1.16506,0.91359,3.3487,72.73,-0.2649,0.0055,0.2704,1244.538,0.13667,-418.039134,-418.030625,-418.029681,-418.073285,30.589
gdb_128698,COc1c(n[nH]n1)C=O,2.83662,1.33362,0.91237,4.7337,67.71,-0.2522,-0.0579,0.1943,1193.3681,0.101699,-470.004781,-469.996715,-469.995771,-470.037998,28.011
gdb_98818,COC(=O)C1OCC1=O,3.10532,1.16229,0.96454,1.1149,63.73,-0.2697,-0.0473,0.2223,1218.9567,0.109856,-494.914645,-494.905693,-494.904749,-494.949842,30.171
gdb_122173,CCOCC1(O)CC1O,3.38109,0.79353,0.72479,1.6874,76.84,-0.2385,0.0767,0.3152,1651.1936,0.179306,-461.331476,-461.320934,-461.31999,-461.367652,38.186
gdb_120438,OCCC1OC(=N)C=C1,3.72778,0.88311,0.76128,3.7438,77.38,-0.2462,-0.0356,0.2105,1475.5578,0.147973,-439.10049,-439.091762,-439.090818,-439.134673,31.981
gdb_11727,OC1CC2(OC12)C=O,5.43912,1.40929,1.25022,1.4539,59.43,-0.2659,-0.0463,0.2196,929.5096,0.105553,-419.640695,-419.633488,-419.632544,-419.672324,26.501
gdb_127545,CN1N=CC(=N)C(N)=N1,3.24792,1.46238,1.01501,1.7097,83.25,-0.1928,-0.0305,0.1623,1126.9456,0.125978,-430.241492,-430.233099,-430.232155,-430.274634,31.092
gdb_2391,C1C2(CO1)COC2,6.30271,1.93741,1.93741,0.0004,56.27,-0.2539,0.0525,0.3064,705.9461,0.125547,-345.600825,-345.594416,-345.593472,-345.631769,22.707
gdb_70994,CC12CC3(CC1)OCC23,2.98945,1.53981,1.38353,2.0493,82.74,-0.2335,0.0604,0.2938,1043.8423,0.183825,-386.989383,-386.981846,-386.980902,-387.020649,31.849
gdb_128552,COc1c(onn1)C=O,2.94587,1.31741,0.9156,4.7112,66.7,-0.2656,-0.094,0.1716,1178.1862,0.087596,-489.850391,-489.84233,-489.841386,-489.883844,27.46
gdb_131790,c1cnnc(n1)CCO,5.06072,0.90325,0.77539,3.2409,72.98,-0.238,-0.0746,0.1634,1399.4979,0.124998,-434.068988,-434.060794,-434.05985,-434.10296,29.197
gdb_16414,CC1C=CC2CC1O2,3.50539,2.21091,1.80341,1.6386,71.54,-0.2337,0.0055,0.2392,809.5833,0.155768,-347.791951,-347.7853,-347.784356,-347.822325,27.05
gdb_53688,CC#CCOCC(=O)N,5.39339,0.53518,0.49744,3.8061,79.52,-0.2445,0.0221,0.2666,2173.9992,0.14383,-439.073303,-439.062128,-439.061184,-439.113071,36.641
gdb_43702,N=C1CC2(O1)C1CC2C1,4.60937,1.22451,1.1008,2.911,78.18,-0.2555,0.0299,0.2854,1120.0699,0.149155,-401.901619,-401.894564,-401.89362,-401.933091,28.693
gdb_16504,OC12CC1C1CC2C1,3.58543,2.28018,1.93496,1.1941,70.5,-0.2426,0.084,0.3266,769.9832,0.156123,-347.758812,-347.752525,-347.751581,-347.788621,26.934
gdb_63542,CC1(O)CC11CC2CC12,2.89326,1.34091,1.21821,1.1985,83.14,-0.2327,0.0768,0.3095,1143.8862,0.181309,-387.044223,-387.035399,-387.034455,-387.077145,35.054
gdb_47208,C1CC12C=CCOC2=O,2.66935,1.75321,1.16137,4.0007,76.25,-0.2445,0.0058,0.2503,1045.5057,0.136945,-421.859317,-421.851606,-421.850662,-421.892093,29.354
gdb_111341,COC1C2OC2C11CC1,2.43244,1.55466,1.13401,2.2456,76.35,-0.2415,0.0747,0.3162,1138.0515,0.157605,-422.950761,-422.942193,-422.941249,-422.984229,32.094
gdb_25670,CC#Cc1ccccc1,5.5169,0.8244,0.72045,0.4491,98.07,-0.2197,-0.021,0.1986,1558.6659,0.137408,-347.607913,-347.599533,-347.598589,-347.642667,30.455
gdb_112905,CCC1CC(C)CC1O,2.9574,1.05096,0.94777,1.2964,88.39,-0.2594,0.066,0.3254,1421.9559,0.229268,-389.516543,-389.506307,-389.505363,-389.551991,38.887
gdb_92225,CC1OC2CC3CC3C12,2.79726,1.68438,1.35157,1.6157,80.87,-0.24,0.0806,0.3206,1036.8779,0.184774,-387.076949,-387.069348,-387.068403,-387.108606,31.149
gdb_119601,OCCC12CN1CC=C2,4.13926,0.92876,0.85145,2.5728,80.46,-0.218,0.0124,0.2304,1401.6883,0.171187,-403.120828,-403.112114,-403.111169,-403.15463,33.026
gdb_27483,Cc1cc(=O)[nH]c(=O)o1,2.08714,1.8429,0.98468,3.2629,67.16,-0.2725,-0.0486,0.2239,1116.4805,0.101605,-473.927642,-473.919972,-473.919028,-473.9601,28.203
gdb_8203,CC12CC1(C)CCC2,2.59475,2.26476,1.55861,0.1388,81.66,-0.2464,0.0848,0.3312,947.1678,0.201268,-313.089395,-313.081193,-313.080249,-313.121054,32.866
gdb_87805,CC1NC11CC2C(O)C12,2.81929,1.36817,1.17476,2.2966,79.19,-0.225,0.0679,0.2929,1138.5586,0.170483,-403.087482,-403.078735,-403.077791,-403.12069,33.831
gdb_39491,C1CCC2OC2C=CC1,2.16563,1.85988,1.25521,1.4816,83.72,-0.2363,0.0089,0.2453,1082.24,0.185235,-387.081493,-387.073654,-387.07271,-387.11339,31.754
gdb_76141,CC1C(C(N)=O)C1(C)C,2.16383,1.26927,1.11005,3.1672,84.52,-0.241,0.0285,0.2695,1274.6595,0.192216,-404.388143,-404.377411,-404.376466,-404.423313,39.733
gdb_37452,C1OC2OCC1C1NC21,2.59246,1.96627,1.95292,2.9237,69.16,-0.2396,0.0677,0.3072,849.211,0.15204,-439.056393,-439.050092,-439.049147,-439.086702,26.657
gdb_72880,CC12CC3(CC3)C1CO2,3.05408,1.38898,1.16896,1.6028,82.69,-0.2365,0.0755,0.312,1146.4896,0.182021,-387.05002,-387.041606,-387.040662,-387.082817,33.307
gdb_61948,CN(CCC#N)CC#C,5.60971,0.61396,0.58419,3.7944,83.65,-0.2373,0.0271,0.2644,1844.3855,0.156789,-382.031961,-382.021615,-382.020671,-382.068339,36.331
gdb_111534,OCC1C2N1CC21CC1,4.82091,0.91125,0.86068,2.5426,80.19,-0.2333,0.0711,0.3044,1396.8336,0.171281,-403.07908,-403.070639,-403.069695,-403.112285,32.705
gdb_52158,O=CCCC1C2CCN12,4.0286,0.78651,0.74929,2.8442,79.72,-0.2331,-0.0232,0.2099,1553.1379,0.170438,-403.106024,-403.097123,-403.096179,-403.141175,32.354
gdb_1933,CC12CCC1(C)N2,3.43423,2.88908,2.08348,1.8269,68.51,-0.2138,0.0774,0.2912,727.6135,0.159861,-289.811983,-289.804635,-289.803691,-289.842653,28.212
gdb_35086,C#CC1C=CC2CCC12,3.03667,1.44575,1.13706,0.7103,85.95,-0.2405,0.0164,0.2569,1110.6999,0.160283,-348.720224,-348.712383,-348.711439,-348.752534,31.232
gdb_123522,c1cnc2ccnn2c1,4.05683,1.78951,1.24176,1.8027,78.72,-0.2238,-0.0519,0.172,920.1092,0.106068,-395.788789,-395.783041,-395.782097,-395.818779,23.384
gdb_106503,OCC12CC(CC1O)O2,2.56571,1.65961,1.25325,2.1659,70.35,-0.2379,0.0457,0.2836,1039.7937,0.159985,-460.134953,-460.126793,-460.125849,-460.167454,32.14
gdb_63838,CC1(O)CC2CC(=O)C12,2.62118,1.49707,1.20197,3.083,75.33,-0.2396,-0.0231,0.2165,1088.4646,0.157103,-423.020581,-423.011845,-423.010901,-423.054212,33.652
gdb_124042,c1c2c(cnn1)OCO2,4.06484,1.6189,1.16658,4.7054,66.73,-0.231,-0.0328,0.1982,948.8307,0.091939,-452.753115,-452.746833,-452.745889,-452.784296,23.491
gdb_55658,CC(=N)OC(C=O)C#N,2.72111,1.07145,0.84709,4.2193,68.35,-0.2931,-0.0657,0.2275,1334.0349,0.108856,-453.955885,-453.9462,-453.945256,-453.991794,32.483
gdb_70054,OC12CC1C=C(C2)C=O,3.72394,1.10991,0.95492,3.3086,78.2,-0.2464,-0.0558,0.1906,1217.9321,0.135381,-421.835395,-421.827378,-421.826434,-421.867872,30.919
gdb_119805,OCCC1=NC2CC2O1,5.39884,0.84854,0.78325,1.0393,72.56,-0.2396,0.0221,0.2616,1453.6309,0.147822,-439.079079,-439.070628,-439.069684,-439.113061,31.102
gdb_49007,O=CC12CCC1C(=O)O2,3.09581,1.39189,1.12748,2.2122,66.15,-0.2736,-0.0563,0.2172,1055.6479,0.111729,-457.78093,-457.773276,-457.772332,-457.813541,28.073
gdb_59644,CC(C)C1COC(C)O1,3.2096,1.03677,0.83586,1.0734,82.42,-0.2515,0.0837,0.3352,1466.1717,0.204361,-425.447096,-425.43692,-425.435976,-425.482645,37.211
gdb_81587,CC1C2OC1C2C1CC1,3.46418,1.13689,0.98968,2.0375,82.39,-0.2328,0.0815,0.3143,1281.6147,0.182375,-387.00246,-386.994096,-386.993151,-387.035623,32.806
gdb_19707,CN1C2C3COC2C13,5.48884,1.81267,1.64312,0.3636,67.89,-0.215,0.0877,0.3027,822.3903,0.143658,-363.783056,-363.776768,-363.775824,-363.813107,25.448
gdb_41719,C1CC2C3CCC2C1C3,3.04313,1.64867,1.62732,0.0908,86.73,-0.2756,0.0791,0.3546,990.7654,0.212239,-351.195394,-351.188733,-351.187788,-351.22593,29.42
gdb_16441,CC12CC1C1CCC21,3.94535,1.8622,1.65999,0.286,78.02,-0.2264,0.0873,0.3136,886.9568,0.178236,-311.822022,-311.814901,-311.813957,-311.852754,29.255
gdb_125355,Cc1cnnn1CC#N,3.04073,1.31893,1.03106,3.9523,71.43,-0.264,-0.0188,0.2451,1124.9343,0.113426,-412.999332,-412.991117,-412.990173,-413.032975,28.821
gdb_67686,OC12C3COC1=NCC23,2.28127,2.20226,1.68006,2.9615,68.16,-0.2431,-0.0307,0.2124,870.0605,0.125554,-437.814015,-437.807197,-437.806253,-437.844799,27.67
gdb_58038,CC(C)C(C#N)N(C)C,1.94795,1.37657,0.98796,3.9094,86.65,-0.2324,0.0301,0.2625,1342.9103,0.20355,-384.475194,-384.464132,-384.463188,-384.511147,40.097
gdb_124833,CC(O)CN1C=CC=N1,4.16078,0.98816,0.90772,1.0116,78.12,-0.2419,0.0173,0.2593,1337.8003,0.160296,-419.230264,-419.221415,-419.220471,-419.264635,32.619
gdb_54125,[NH3+]C1(C2COC12)C([O-])=O,3.46507,1.31341,1.10633,4.4497,64.74,-0.2531,0.0121,0.2651,1076.9269,0.124965,-475.006861,-474.99911,-474.998166,-475.039159,29.756
gdb_28792,c1cc(n2c1CCC2)N,2.97751,1.62405,1.08356,1.6431,83.49,-0.1724,0.061,0.2334,1112.5687,0.163209,-382.116463,-382.108553,-382.107609,-382.148768,30.724
gdb_122167,CCOCC1(C)CC1C,3.02394,0.79118,0.71408,0.9143,91.24,-0.2478,0.0851,0.3329,1762.6765,0.226313,-389.481994,-389.47073,-389.469786,-389.518801,40.806
gdb_112543,CCC1CC(C)(O)C1=O,2.98687,1.06415,0.9623,2.1401,79.36,-0.2432,-0.0267,0.2164,1352.5111,0.179502,-424.24403,-424.233691,-424.232747,-424.27934,37.66
gdb_87823,CC1CC11CC2NC12C,2.71182,1.35145,1.1585,1.6284,86.98,-0.2162,0.0816,0.2978,1199.8642,0.193626,-367.161782,-367.152701,-367.151757,-367.195031,35.561
gdb_20673,Cc1conc1C#N,3.45716,1.99067,1.27323,4.9915,62.08,-0.285,-0.0611,0.224,872.4969,0.084294,-377.530793,-377.523853,-377.522909,-377.562395,24.291
gdb_59457,CC(C)C1CC1C(C)O,2.69984,0.95515,0.88296,1.4538,89.6,-0.2571,0.0746,0.3318,1525.4268,0.226901,-389.487417,-389.476417,-389.475472,-389.523392,41.359
gdb_78863,CC1C2C3C2C2(CC2)C13,2.68341,1.74518,1.32733,0.3399,85.99,-0.236,0.0946,0.3306,1048.0712,0.183314,-349.888061,-349.880359,-349.879415,-349.91969,31.993
gdb_79411,CC1C2C3CC2(C3)C1=O,2.69315,1.60946,1.25797,2.685,82.05,-0.234,-0.0174,0.2166,1059.3194,0.159477,-385.789533,-385.781782,-385.780838,-385.821666,30.645
gdb_91939,CC1CC2OC2C1(C)C,2.06703,1.70227,1.29763,1.7971,83.94,-0.2524,0.0762,0.3286,1133.5963,0.205309,-388.293793,-388.284602,-388.283658,-388.327078,36.515
gdb_33059,COCc1coc(=O)o1,6.49467,0.8042,0.7221,5.2536,64.17,-0.2409,0.0134,0.2544,1492.5613,0.111366,-494.931604,-494.923179,-494.922235,-494.965881,29.059
gdb_50277,O=CC1OC2CC12C#C,2.91615,1.31835,1.11593,3.0209,73.77,-0.2436,-0.038,0.2055,1095.6603,0.109629,-420.548267,-420.540053,-420.539109,-420.581341,30.388
gdb_3048,C1CC1OCC=O,10.83209,1.1221,1.08498,2.7776,58.49,-0.2564,-0.0281,0.2283,1053.735,0.122454,-345.630398,-345.622739,-345.621795,-345.663361,26.008
gdb_22626,CC12CCC(O1)C2=NO,2.51797,1.50765,1.19182,1.2963,75.54,-0.246,0.013,0.259,1098.4545,0.146963,-439.020931,-439.012582,-439.011637,-439.053612,32.159
gdb_31,CCC#N,28.0016,4.67752,4.21765,3.9233,35.38,-0.3213,0.034,0.3553,314.5335,0.07419,-172.006141,-172.001467,-172.000523,-172.032826,14.988
gdb_129406,NC(=[NH2+])N1N=NC=C1[O-],2.83778,1.76,1.08637,7.8775,68.66,-0.1891,-0.0373,0.1518,1013.6203,0.101021,-466.197723,-466.189617,-466.188672,-466.230892,29.661
gdb_31195,CCc1c(nco1)C#C,2.13936,1.57353,0.9562,2.3083,80.28,-0.2274,-0.0142,0.2133,1209.2811,0.123791,-400.759204,-400.75071,-400.749766,-400.792845,31.022
gdb_67419,OC12C3CC1NC23C#N,2.80145,1.55929,1.30119,4.3902,71.32,-0.2448,0.0054,0.2503,986.9881,0.113762,-416.744691,-416.737455,-416.736511,-416.776276,28.307
gdb_41984,C1OC2CCOC3C1C23,2.49267,2.07331,1.63085,1.2487,73.02,-0.229,0.0724,0.3014,907.6421,0.162861,-423.01356,-423.006644,-423.0057,-423.044997,27.807
gdb_38845,C1CC2CC1CC1OC21,2.69514,1.82648,1.51804,1.8124,79.5,-0.2566,0.0787,0.3353,969.9096,0.18717,-387.1055,-387.098621,-387.097677,-387.136486,29.105
gdb_131026,c1cnn(c1C=O)C=O,2.76904,1.41388,0.93597,1.4255,71.06,-0.2797,-0.0956,0.184,1133.1939,0.089559,-452.782056,-452.77454,-452.773596,-452.814666,26.329
gdb_41411,C1CC23CCC4C(C24)C13,3.16354,1.8216,1.47479,0.1611,84.66,-0.2433,0.0954,0.3387,968.6535,0.186227,-349.923478,-349.916754,-349.91581,-349.954079,29.173
gdb_61866,CC(CC=O)CC(C)=O,4.39575,0.65538,0.62695,3.596,80.31,-0.246,-0.0244,0.2216,1809.6552,0.177807,-424.265706,-424.254652,-424.253707,-424.303447,38.002
gdb_39014,C1C2CC=C3CCC3C12,2.89483,1.6644,1.23664,0.2235,88.16,-0.2265,0.0261,0.2526,1072.8983,0.185752,-349.945908,-349.938599,-349.937655,-349.977294,30.559
gdb_33230,CCCCc1ccoc1,5.26716,0.64195,0.61452,0.8701,85.19,-0.2178,0.0243,0.2421,1874.1052,0.182894,-387.128486,-387.119162,-387.118218,-387.163991,33.951
gdb_61507,CC(CC(C)C=O)C=O,2.18204,0.92521,0.8533,1.9193,79.7,-0.2525,-0.0283,0.2242,1508.0435,0.178125,-424.25418,-424.243188,-424.242244,-424.29257,37.757
gdb_64666,OC1(CC#C)C2COC12,3.25043,1.24846,1.04161,1.2807,72.5,-0.2366,0.044,0.2805,1153.6501,0.13397,-421.73682,-421.728426,-421.727482,-421.769794,32.328
gdb_50087,O=CC1CC1CC1CC1,3.91735,0.73923,0.68384,3.4253,84.78,-0.2442,-0.0156,0.2286,1683.2159,0.181698,-387.075113,-387.065802,-387.064858,-387.110329,34.369
